ID_Transaccion;ID_Vendedor;Fecha_Venta;Canal_Venta;Tipo_Cliente;Region_Venta;Valor_Transaccion_€;Margen_Beneficio_€;Cantidad_Vendida
TRX01424;VEND002;2024-02-18;Retail;Empresa;Canarias;199;78;4
TRX01425;VEND002;2024-10-06;Retail;Empresa;Andalucía;266;18;6
TRX01426;VEND008;2024-05-16;Distribuidor;Gobierno;Norte;234;75;7
TRX01427;VEND003;2024-07-16;Retail;Gobierno;Andalucía;444;66;4
TRX01428;VEND002;2024-06-21;Retail;Empresa;Levante;85;94;8
TRX01429;VEND008;2024-08-20;Online;Empresa;Centro;289;146;6
TRX01430;VEND004;2024-03-30;Retail;Empresa;Andalucía;209;77;4
TRX01431;VEND009;2024-07-16;Venta_Directa;Gobierno;Sur;358;59;4
TRX01432;VEND006;2024-10-03;Venta_Directa;Particular;Norte;115;90;5
TRX01433;VEND004;2024-05-17;Distribuidor;Empresa;Centro;449;112;7
TRX01434;VEND008;2024-02-23;Retail;Empresa;Sur;157;31;3
TRX01435;VEND007;2024-08-22;Online;Gobierno;Canarias;202;17;8
TRX01436;VEND007;2024-06-17;Venta_Directa;Empresa;Norte;224;79;1
TRX01437;VEND008;2024-09-17;Online;Gobierno;Norte;365;55;10
TRX01438;VEND005;2024-07-19;Retail;Particular;Centro;285;124;5
TRX01439;VEND003;2024-07-29;Venta_Directa;Gobierno;Andalucía;244;79;4
TRX01440;VEND009;2024-06-15;Retail;Particular;Centro;336;57;2
TRX01441;VEND001;2024-08-09;Venta_Directa;Empresa;Levante;216;45;7
TRX01442;VEND004;2024-01-03;Online;Empresa;Centro;311;118;3
TRX01443;VEND006;2024-02-24;Retail;Empresa;Sur;330;120;4
TRX01444;VEND003;2024-10-24;Retail;Particular;Andalucía;120;73;4
TRX01445;VEND003;2024-03-19;Online;Empresa;Sur;76;20;2
TRX01446;VEND007;2024-03-28;Venta_Directa;Empresa;Canarias;400;121;5
TRX01447;VEND007;2024-07-02;Retail;Empresa;Sur;389;151;2
TRX01448;VEND003;2024-12-08;Distribuidor;Empresa;Sur;235;89;5
TRX01449;VEND008;2024-02-13;Online;Particular;Centro;86;86;5
TRX01450;VEND005;2024-08-19;Retail;Gobierno;Sur;278;75;4
TRX01451;VEND002;2024-06-19;Online;Particular;Norte;388;119;6
TRX01452;VEND004;2024-02-03;Retail;Particular;Andalucía;370;23;5
TRX01453;VEND010;2024-11-16;Distribuidor;Gobierno;Andalucía;56;96;7
TRX01454;VEND003;2024-08-27;Distribuidor;Gobierno;Sur;230;37;4
TRX01455;VEND005;2024-05-20;Venta_Directa;Empresa;Levante;179;92;2
TRX01456;VEND010;2024-12-22;Distribuidor;Particular;Norte;477;77;7
TRX01457;VEND007;2024-01-11;Venta_Directa;Empresa;Norte;200;76;2
TRX01458;VEND003;2024-04-10;Retail;Gobierno;Norte;154;103;2
TRX01459;VEND005;2024-06-12;Venta_Directa;Gobierno;Norte;328;52;4
TRX01460;VEND004;2024-12-29;Venta_Directa;Gobierno;Sur;227;86;8
TRX01461;VEND002;2024-11-08;Retail;Particular;Centro;229;88;6
TRX01462;VEND002;2024-08-01;Retail;Particular;Canarias;71;10;4
TRX01463;VEND006;2024-01-19;Retail;Gobierno;Norte;227;96;4
TRX01464;VEND008;2024-08-15;Online;Empresa;Norte;256;10;3
TRX01465;VEND002;2024-12-03;Retail;Empresa;Norte;87;106;4
TRX01466;VEND002;2024-09-27;Online;Empresa;Andalucía;389;10;2
TRX01467;VEND007;2024-11-08;Venta_Directa;Gobierno;Canarias;79;73;3
TRX01468;VEND004;2024-10-01;Online;Gobierno;Andalucía;369;81;5
TRX01469;VEND010;2024-01-15;Distribuidor;Gobierno;Canarias;304;111;5
TRX01470;VEND002;2024-07-27;Distribuidor;Empresa;Norte;306;98;2
TRX01471;VEND010;2024-02-08;Distribuidor;Particular;Andalucía;255;88;7
TRX01472;VEND010;2024-12-07;Online;Gobierno;Sur;290;80;7
TRX01473;VEND002;2024-07-22;Venta_Directa;Particular;Sur;233;76;5
TRX01474;VEND008;2024-04-03;Retail;Gobierno;Canarias;253;91;5
TRX01475;VEND009;2024-10-15;Distribuidor;Gobierno;Norte;282;10;7
TRX01476;VEND005;2024-09-02;Distribuidor;Particular;Canarias;199;97;5
TRX01477;VEND002;2024-11-04;Retail;Gobierno;Sur;204;71;4
TRX01478;VEND005;2024-09-13;Venta_Directa;Empresa;Canarias;357;84;11
TRX01479;VEND009;2024-08-13;Online;Particular;Canarias;275;114;8
TRX01480;VEND005;2024-07-11;Venta_Directa;Particular;Norte;151;30;7
TRX01481;VEND010;2024-02-28;Retail;Empresa;Andalucía;159;104;3
TRX01482;VEND002;2024-02-02;Retail;Empresa;Sur;210;21;3
TRX01483;VEND004;2024-11-13;Retail;Gobierno;Norte;242;28;4
TRX01484;VEND008;2024-01-10;Online;Gobierno;Canarias;270;71;1
TRX01485;VEND004;2024-03-31;Online;Empresa;Sur;204;70;5
TRX01486;VEND003;2024-02-04;Online;Gobierno;Andalucía;265;80;4
TRX01487;VEND001;2024-06-06;Retail;Empresa;Levante;259;76;7
TRX01488;VEND005;2024-10-09;Retail;Empresa;Sur;323;88;6
TRX01489;VEND006;2024-04-08;Online;Particular;Norte;415;97;6
TRX01490;VEND002;2024-05-26;Distribuidor;Particular;Levante;154;97;2
TRX01491;VEND002;2024-03-23;Retail;Particular;Levante;331;139;5
TRX01492;VEND005;2024-09-02;Venta_Directa;Empresa;Canarias;94;88;3
TRX01493;VEND004;2024-07-04;Venta_Directa;Particular;Centro;248;64;8
TRX01494;VEND006;2024-03-14;Retail;Empresa;Levante;171;123;2
TRX01495;VEND008;2024-10-10;Distribuidor;Empresa;Levante;298;74;6
TRX01496;VEND005;2024-04-12;Online;Gobierno;Levante;50;127;4
TRX01497;VEND006;2024-02-26;Distribuidor;Empresa;Norte;328;136;7
TRX01498;VEND008;2024-10-20;Retail;Particular;Levante;310;69;5
TRX01499;VEND010;2024-12-21;Distribuidor;Empresa;Centro;349;82;7
TRX01500;VEND002;2024-07-19;Distribuidor;Empresa;Andalucía;84;44;5
TRX01501;VEND007;2024-09-09;Venta_Directa;Empresa;Andalucía;169;66;6
TRX01502;VEND003;2024-02-16;Retail;Gobierno;Centro;197;121;5
TRX01503;VEND004;2024-06-04;Venta_Directa;Gobierno;Levante;268;79;6
TRX01504;VEND002;2024-05-17;Retail;Empresa;Andalucía;282;93;7
TRX01505;VEND009;2024-03-23;Distribuidor;Empresa;Andalucía;308;96;4
TRX01506;VEND007;2024-05-14;Distribuidor;Empresa;Centro;202;103;2
TRX01507;VEND002;2024-11-06;Distribuidor;Empresa;Norte;62;62;5
TRX01508;VEND009;2024-07-03;Online;Gobierno;Centro;194;86;6
TRX01509;VEND005;2024-06-09;Venta_Directa;Particular;Levante;94;111;3
TRX01510;VEND008;2024-08-31;Online;Empresa;Centro;131;66;1
TRX01511;VEND003;2024-04-27;Venta_Directa;Empresa;Sur;135;105;5
TRX01512;VEND008;2024-07-12;Venta_Directa;Gobierno;Norte;209;23;6
TRX01513;VEND009;2024-10-04;Distribuidor;Empresa;Canarias;50;46;9
TRX01514;VEND004;2024-12-09;Retail;Gobierno;Andalucía;449;93;5
TRX01515;VEND010;2024-03-01;Venta_Directa;Empresa;Canarias;238;103;4
TRX01516;VEND003;2024-11-05;Retail;Particular;Canarias;103;46;3
TRX01517;VEND003;2024-12-24;Distribuidor;Particular;Andalucía;217;17;9
TRX01518;VEND003;2024-06-18;Retail;Particular;Andalucía;413;77;3
TRX01519;VEND002;2024-05-04;Online;Gobierno;Andalucía;298;44;6
TRX01520;VEND008;2024-11-18;Retail;Gobierno;Centro;99;75;1
TRX01521;VEND001;2024-08-10;Venta_Directa;Gobierno;Centro;201;31;7
TRX01522;VEND002;2024-04-26;Venta_Directa;Particular;Norte;335;65;4
TRX01523;VEND006;2024-12-18;Online;Particular;Andalucía;334;95;5
TRX01524;VEND008;2024-04-03;Venta_Directa;Particular;Sur;244;79;4
TRX01525;VEND006;2024-03-22;Distribuidor;Gobierno;Norte;334;10;4
TRX01526;VEND001;2024-01-17;Online;Empresa;Centro;219;62;4
TRX01527;VEND001;2024-05-29;Venta_Directa;Gobierno;Sur;172;85;6
TRX01528;VEND003;2024-05-15;Online;Particular;Norte;284;74;8
TRX01529;VEND010;2024-09-10;Online;Empresa;Norte;481;37;6
TRX01530;VEND002;2024-01-12;Online;Particular;Centro;252;124;7
TRX01531;VEND006;2024-07-01;Online;Empresa;Centro;216;87;7
TRX01532;VEND009;2024-08-29;Distribuidor;Gobierno;Sur;339;103;5
TRX01533;VEND010;2024-06-30;Distribuidor;Particular;Canarias;274;105;7
TRX01534;VEND003;2024-06-01;Online;Particular;Canarias;58;30;6
TRX01535;VEND006;2024-11-16;Venta_Directa;Empresa;Norte;393;112;3
TRX01536;VEND007;2024-02-03;Venta_Directa;Particular;Sur;249;42;5
TRX01537;VEND006;2024-01-31;Distribuidor;Particular;Centro;193;75;1
TRX01538;VEND008;2024-10-24;Online;Empresa;Sur;328;28;3
TRX01539;VEND010;2024-01-13;Online;Particular;Andalucía;209;107;2
TRX01540;VEND008;2024-12-28;Venta_Directa;Particular;Andalucía;136;10;5
TRX01541;VEND002;2024-04-25;Venta_Directa;Gobierno;Centro;341;118;5
TRX01542;VEND005;2024-05-08;Distribuidor;Empresa;Andalucía;50;40;3
TRX01543;VEND006;2024-07-04;Retail;Particular;Norte;242;40;4
TRX01544;VEND005;2024-09-10;Retail;Gobierno;Norte;186;62;1
TRX01545;VEND010;2024-03-09;Online;Empresa;Norte;124;45;1
TRX01546;VEND006;2024-07-16;Distribuidor;Particular;Canarias;164;47;3
TRX01547;VEND008;2024-02-18;Online;Gobierno;Andalucía;437;17;9
TRX01548;VEND009;2024-12-26;Distribuidor;Empresa;Canarias;389;81;2
TRX01549;VEND008;2024-02-22;Retail;Empresa;Sur;469;72;4
TRX01550;VEND010;2024-10-29;Distribuidor;Empresa;Canarias;258;74;2
TRX01551;VEND009;2024-06-13;Venta_Directa;Gobierno;Centro;171;157;3
TRX01552;VEND008;2024-04-16;Retail;Particular;Norte;354;99;6
TRX01553;VEND008;2024-10-22;Online;Particular;Andalucía;176;122;6
TRX01554;VEND008;2024-02-07;Online;Empresa;Levante;265;54;4
TRX01555;VEND006;2024-05-05;Retail;Gobierno;Norte;190;32;1
TRX01556;VEND004;2024-05-25;Distribuidor;Gobierno;Sur;290;151;4
TRX01557;VEND009;2024-06-25;Online;Gobierno;Canarias;330;133;6
TRX01558;VEND003;2024-06-18;Online;Gobierno;Andalucía;408;58;4
TRX01559;VEND007;2024-11-03;Retail;Empresa;Levante;50;54;6
TRX01560;VEND001;2024-09-06;Venta_Directa;Empresa;Levante;297;82;4
TRX01561;VEND006;2024-09-29;Distribuidor;Particular;Canarias;297;127;3
TRX01562;VEND006;2024-10-11;Retail;Gobierno;Norte;333;84;6
TRX01563;VEND002;2024-05-25;Online;Particular;Norte;292;52;3
TRX01564;VEND008;2024-03-12;Distribuidor;Empresa;Norte;120;77;3
TRX01565;VEND004;2024-09-17;Distribuidor;Particular;Canarias;281;37;2
TRX01566;VEND005;2024-01-05;Online;Empresa;Sur;152;48;2
TRX01567;VEND010;2024-04-01;Distribuidor;Empresa;Andalucía;349;87;3
TRX01568;VEND004;2024-03-25;Venta_Directa;Empresa;Andalucía;249;77;8
TRX01569;VEND001;2024-01-01;Distribuidor;Empresa;Centro;394;10;4
TRX01570;VEND002;2024-06-29;Distribuidor;Empresa;Norte;211;57;8
TRX01571;VEND010;2024-07-30;Distribuidor;Empresa;Norte;208;35;6
TRX01572;VEND006;2024-07-12;Venta_Directa;Empresa;Andalucía;352;77;6
TRX01573;VEND009;2024-05-07;Online;Empresa;Centro;348;83;4
TRX01574;VEND010;2024-02-28;Retail;Particular;Norte;346;100;7
TRX01575;VEND010;2024-03-03;Online;Empresa;Levante;214;126;8
TRX01576;VEND008;2024-07-09;Retail;Gobierno;Sur;348;74;8
TRX01577;VEND008;2024-06-24;Venta_Directa;Gobierno;Sur;258;70;4
TRX01578;VEND007;2024-06-17;Retail;Empresa;Canarias;231;41;2
TRX01579;VEND005;2024-01-23;Distribuidor;Empresa;Levante;131;131;6
TRX01580;VEND003;2024-01-29;Venta_Directa;Empresa;Norte;127;10;4
TRX01581;VEND002;2024-04-17;Retail;Particular;Andalucía;207;20;1
TRX01582;VEND005;2024-09-18;Venta_Directa;Particular;Andalucía;95;49;1
TRX01583;VEND002;2024-12-23;Retail;Particular;Levante;413;63;5
TRX01584;VEND008;2024-11-24;Retail;Particular;Levante;280;76;8
TRX01585;VEND003;2024-06-10;Distribuidor;Empresa;Levante;375;51;6
TRX01586;VEND002;2024-12-08;Venta_Directa;Empresa;Sur;443;65;2
TRX01587;VEND007;2024-03-31;Venta_Directa;Particular;Sur;175;94;2
TRX01588;VEND005;2024-11-10;Venta_Directa;Particular;Canarias;254;80;5
TRX01589;VEND009;2024-02-07;Venta_Directa;Gobierno;Norte;178;154;6
TRX01590;VEND009;2024-08-07;Online;Gobierno;Centro;265;18;3
TRX01591;VEND007;2024-07-19;Retail;Empresa;Levante;227;169;6
TRX01592;VEND005;2024-08-13;Retail;Empresa;Levante;244;80;1
TRX01593;VEND003;2024-09-07;Venta_Directa;Particular;Sur;110;26;4
TRX01594;VEND008;2024-01-01;Online;Gobierno;Norte;331;13;1
TRX01595;VEND005;2024-02-26;Venta_Directa;Empresa;Andalucía;122;10;1
TRX01596;VEND005;2024-11-05;Online;Particular;Canarias;180;99;4
TRX01597;VEND005;2024-12-03;Distribuidor;Empresa;Levante;171;132;3
TRX01598;VEND005;2024-03-17;Distribuidor;Gobierno;Andalucía;259;37;5
TRX01599;VEND004;2024-03-03;Venta_Directa;Particular;Canarias;253;72;7
TRX01600;VEND006;2024-06-19;Distribuidor;Empresa;Canarias;413;76;3
TRX01601;VEND010;2024-10-31;Distribuidor;Empresa;Andalucía;268;141;3
TRX01602;VEND007;2024-10-29;Distribuidor;Particular;Norte;180;34;4
TRX01603;VEND010;2024-06-14;Venta_Directa;Empresa;Centro;296;119;4
TRX01604;VEND003;2024-11-08;Distribuidor;Particular;Centro;134;102;8
TRX01605;VEND006;2024-02-02;Distribuidor;Empresa;Norte;312;96;2
TRX01606;VEND002;2024-11-29;Distribuidor;Particular;Levante;270;48;5
TRX01607;VEND003;2024-12-27;Distribuidor;Particular;Canarias;281;108;6
TRX01608;VEND001;2024-04-16;Retail;Gobierno;Canarias;227;48;5
TRX01609;VEND009;2024-05-05;Retail;Particular;Sur;67;90;5
TRX01610;VEND008;2024-05-19;Online;Empresa;Centro;172;68;4
TRX01611;VEND005;2024-01-04;Distribuidor;Gobierno;Levante;446;52;7
TRX01612;VEND010;2024-05-02;Distribuidor;Gobierno;Levante;253;32;6
TRX01613;VEND010;2024-04-24;Online;Empresa;Canarias;318;119;3
TRX01614;VEND003;2024-09-05;Retail;Particular;Norte;192;68;7
TRX01615;VEND002;2024-01-10;Online;Particular;Levante;280;19;4
TRX01616;VEND008;2024-12-15;Venta_Directa;Particular;Norte;251;103;2
TRX01617;VEND005;2024-12-26;Online;Gobierno;Levante;260;73;2
TRX01618;VEND006;2024-10-26;Venta_Directa;Particular;Andalucía;226;79;4
TRX01619;VEND005;2024-06-11;Distribuidor;Empresa;Norte;325;65;6
TRX01620;VEND010;2024-05-17;Venta_Directa;Empresa;Canarias;306;54;7
TRX01621;VEND004;2024-06-13;Online;Empresa;Centro;336;117;5
TRX01622;VEND001;2024-05-01;Retail;Gobierno;Canarias;212;10;8
TRX01623;VEND009;2024-06-24;Retail;Gobierno;Levante;291;98;7
TRX01624;VEND005;2024-04-15;Distribuidor;Particular;Sur;400;35;5
TRX01625;VEND010;2024-08-02;Venta_Directa;Gobierno;Levante;100;80;7
TRX01626;VEND007;2024-09-01;Online;Empresa;Canarias;235;18;3
TRX01627;VEND004;2024-10-05;Retail;Empresa;Centro;228;86;6
TRX01628;VEND001;2024-04-14;Distribuidor;Empresa;Levante;311;144;6
TRX01629;VEND006;2024-12-14;Venta_Directa;Particular;Centro;178;92;5
TRX01630;VEND006;2024-12-13;Distribuidor;Particular;Sur;428;139;5
TRX01631;VEND003;2024-06-06;Distribuidor;Gobierno;Canarias;278;11;5
TRX01632;VEND010;2024-01-07;Retail;Gobierno;Centro;322;101;4
TRX01633;VEND008;2024-03-25;Retail;Gobierno;Norte;217;74;1
TRX01634;VEND003;2024-07-27;Retail;Particular;Sur;100;87;6
TRX01635;VEND003;2024-03-10;Online;Gobierno;Andalucía;164;25;6
TRX01636;VEND008;2024-09-02;Online;Gobierno;Canarias;131;55;1
TRX01637;VEND006;2024-10-30;Retail;Empresa;Norte;301;54;3
TRX01638;VEND004;2024-03-29;Venta_Directa;Particular;Centro;210;49;4
TRX01639;VEND008;2024-07-18;Distribuidor;Gobierno;Levante;350;10;6
TRX01640;VEND007;2024-03-14;Distribuidor;Empresa;Canarias;125;15;7
TRX01641;VEND001;2024-08-14;Venta_Directa;Empresa;Andalucía;105;53;7
TRX01642;VEND010;2024-05-24;Venta_Directa;Particular;Andalucía;277;61;1
TRX01643;VEND006;2024-11-02;Venta_Directa;Gobierno;Andalucía;114;21;3
TRX01644;VEND005;2024-03-25;Online;Particular;Levante;258;120;3
TRX01645;VEND010;2024-03-26;Distribuidor;Particular;Norte;428;76;3
TRX01646;VEND005;2024-12-11;Venta_Directa;Gobierno;Centro;355;125;6
TRX01647;VEND009;2024-02-29;Online;Gobierno;Norte;234;117;3
TRX01648;VEND008;2024-01-13;Retail;Gobierno;Canarias;295;85;4
TRX01649;VEND004;2024-09-07;Venta_Directa;Particular;Levante;50;101;2
TRX01650;VEND006;2024-02-24;Distribuidor;Empresa;Centro;133;11;5
TRX01651;VEND009;2024-05-19;Venta_Directa;Particular;Centro;170;67;4
TRX01652;VEND007;2024-08-22;Online;Particular;Norte;194;10;4
TRX01653;VEND010;2024-11-28;Online;Gobierno;Centro;91;68;1
TRX01654;VEND002;2024-02-23;Venta_Directa;Gobierno;Centro;368;10;7
TRX01655;VEND010;2024-02-13;Distribuidor;Empresa;Levante;383;26;6
TRX01656;VEND004;2024-06-21;Retail;Particular;Canarias;250;10;8
TRX01657;VEND007;2024-06-22;Distribuidor;Gobierno;Centro;245;123;9
TRX01658;VEND006;2024-04-29;Distribuidor;Particular;Levante;329;139;5
TRX01659;VEND009;2024-10-29;Online;Gobierno;Norte;200;64;3
TRX01660;VEND010;2024-03-14;Retail;Empresa;Andalucía;118;95;8
TRX01661;VEND005;2024-02-21;Venta_Directa;Particular;Canarias;257;66;5
TRX01662;VEND004;2024-01-15;Distribuidor;Particular;Norte;112;109;5
TRX01663;VEND002;2024-07-28;Venta_Directa;Particular;Canarias;349;34;4
TRX01664;VEND005;2024-02-03;Retail;Empresa;Norte;299;71;6
TRX01665;VEND009;2024-01-13;Online;Particular;Norte;433;88;6
TRX01666;VEND008;2024-01-03;Retail;Particular;Centro;326;17;1
TRX01667;VEND008;2024-05-16;Venta_Directa;Empresa;Levante;245;20;3
TRX01668;VEND010;2024-01-05;Retail;Particular;Canarias;266;136;2
TRX01669;VEND003;2024-06-10;Online;Particular;Andalucía;264;36;4
TRX01670;VEND001;2024-04-12;Venta_Directa;Empresa;Norte;188;28;2
TRX01671;VEND010;2024-12-21;Retail;Particular;Andalucía;222;79;5
TRX01672;VEND006;2024-12-07;Online;Empresa;Centro;448;117;2
TRX01673;VEND008;2024-09-10;Distribuidor;Empresa;Centro;176;36;5
TRX01674;VEND001;2024-07-30;Online;Particular;Levante;315;85;1
TRX01675;VEND005;2024-06-10;Distribuidor;Particular;Canarias;310;99;3
TRX01676;VEND001;2024-01-25;Retail;Particular;Andalucía;492;39;8
TRX01677;VEND010;2024-07-04;Distribuidor;Particular;Norte;213;62;2
TRX01678;VEND009;2024-05-05;Distribuidor;Particular;Norte;243;30;6
TRX01679;VEND009;2024-02-05;Retail;Particular;Andalucía;243;126;5
TRX01680;VEND001;2024-10-19;Online;Particular;Centro;305;129;2
TRX01681;VEND005;2024-10-24;Online;Gobierno;Norte;177;95;5
TRX01682;VEND001;2024-03-21;Venta_Directa;Empresa;Centro;452;97;5
TRX01683;VEND002;2024-12-24;Venta_Directa;Particular;Norte;185;54;5
TRX01684;VEND006;2024-08-27;Distribuidor;Empresa;Levante;262;164;7
TRX01685;VEND004;2024-10-23;Online;Empresa;Norte;220;76;3
TRX01686;VEND006;2024-09-02;Retail;Particular;Levante;219;27;5
TRX01687;VEND003;2024-11-11;Retail;Gobierno;Levante;237;115;5
TRX01688;VEND007;2024-04-28;Venta_Directa;Particular;Canarias;233;150;6
TRX01689;VEND005;2024-07-11;Distribuidor;Gobierno;Canarias;211;50;4
TRX01690;VEND002;2024-09-01;Distribuidor;Empresa;Norte;170;37;5
TRX01691;VEND006;2024-11-03;Venta_Directa;Particular;Centro;331;101;4
TRX01692;VEND008;2024-05-17;Online;Empresa;Norte;438;10;4
TRX01693;VEND007;2024-10-26;Retail;Particular;Canarias;247;111;4
TRX01694;VEND002;2024-03-07;Distribuidor;Gobierno;Levante;478;83;7
TRX01695;VEND006;2024-09-24;Distribuidor;Empresa;Andalucía;123;89;4
TRX01696;VEND002;2024-01-30;Venta_Directa;Empresa;Canarias;251;138;7
TRX01697;VEND009;2024-06-12;Distribuidor;Gobierno;Norte;50;75;7
TRX01698;VEND010;2024-04-21;Distribuidor;Particular;Centro;273;73;7
TRX01699;VEND005;2024-12-18;Distribuidor;Particular;Norte;266;120;1
TRX01700;VEND001;2024-07-14;Retail;Particular;Canarias;275;84;2
TRX01701;VEND010;2024-09-17;Distribuidor;Empresa;Norte;169;160;3
TRX01702;VEND008;2024-03-21;Distribuidor;Particular;Andalucía;247;29;3
TRX01703;VEND006;2024-02-15;Online;Empresa;Norte;259;65;2
TRX01704;VEND001;2024-08-14;Retail;Particular;Norte;256;90;6
TRX01705;VEND006;2024-08-04;Retail;Gobierno;Norte;398;51;6
TRX01706;VEND005;2024-11-13;Venta_Directa;Particular;Centro;271;102;8
TRX01707;VEND006;2024-03-09;Retail;Empresa;Sur;232;38;6
TRX01708;VEND007;2024-04-11;Distribuidor;Particular;Canarias;293;94;6
TRX01709;VEND008;2024-02-02;Venta_Directa;Particular;Sur;262;89;6
TRX01710;VEND002;2024-09-28;Online;Particular;Norte;252;176;4
TRX01711;VEND004;2024-04-08;Distribuidor;Empresa;Canarias;273;39;6
TRX01712;VEND002;2024-09-15;Online;Empresa;Levante;257;133;4
TRX01713;VEND001;2024-09-10;Distribuidor;Particular;Centro;263;58;7
TRX01714;VEND005;2024-11-16;Venta_Directa;Gobierno;Norte;254;135;5
TRX01715;VEND001;2024-10-07;Online;Gobierno;Centro;211;65;7
TRX01716;VEND001;2024-05-03;Venta_Directa;Gobierno;Canarias;250;28;4
TRX01717;VEND004;2024-04-15;Venta_Directa;Empresa;Sur;160;91;5
TRX01718;VEND007;2024-08-01;Retail;Particular;Canarias;195;48;4
TRX01719;VEND004;2024-09-03;Distribuidor;Particular;Norte;196;112;6
TRX01720;VEND001;2024-01-05;Distribuidor;Empresa;Sur;187;104;6
TRX01721;VEND005;2024-08-30;Distribuidor;Empresa;Andalucía;272;79;4
TRX01722;VEND007;2024-07-02;Retail;Gobierno;Sur;497;116;5
TRX01723;VEND005;2024-09-07;Online;Empresa;Levante;157;79;4
TRX01724;VEND004;2024-05-22;Venta_Directa;Gobierno;Levante;123;62;2
TRX01725;VEND006;2024-05-10;Venta_Directa;Gobierno;Levante;184;118;3
TRX01726;VEND003;2024-05-15;Retail;Gobierno;Canarias;105;83;1
TRX01727;VEND006;2024-06-17;Online;Gobierno;Norte;149;103;2
TRX01728;VEND009;2024-08-31;Retail;Particular;Sur;234;83;5
TRX01729;VEND005;2024-09-14;Retail;Particular;Andalucía;180;43;1
TRX01730;VEND001;2024-05-20;Venta_Directa;Particular;Centro;480;94;7
TRX01731;VEND006;2024-05-08;Distribuidor;Empresa;Andalucía;367;40;4
TRX01732;VEND004;2024-10-22;Retail;Empresa;Canarias;75;116;4
TRX01733;VEND003;2024-11-26;Venta_Directa;Particular;Canarias;200;53;4
TRX01734;VEND003;2024-07-31;Online;Empresa;Centro;439;138;4
TRX01735;VEND005;2024-04-20;Online;Particular;Norte;206;156;6
TRX01736;VEND003;2024-08-11;Online;Particular;Levante;396;65;8
TRX01737;VEND003;2024-04-12;Retail;Gobierno;Andalucía;339;86;7
TRX01738;VEND010;2024-11-02;Venta_Directa;Gobierno;Levante;424;58;5
TRX01739;VEND002;2024-11-22;Retail;Particular;Canarias;112;65;6
TRX01740;VEND005;2024-05-21;Distribuidor;Particular;Levante;388;62;6
TRX01741;VEND001;2024-03-16;Online;Empresa;Norte;155;128;3
TRX01742;VEND007;2024-02-29;Distribuidor;Particular;Norte;302;118;9
TRX01743;VEND009;2024-06-14;Retail;Particular;Norte;414;124;5
TRX01744;VEND001;2024-02-24;Online;Gobierno;Centro;392;91;5
TRX01745;VEND005;2024-06-30;Online;Particular;Canarias;272;97;4
TRX01746;VEND002;2024-09-28;Venta_Directa;Particular;Centro;327;78;5
TRX01747;VEND002;2024-12-24;Distribuidor;Empresa;Canarias;269;44;3
TRX01748;VEND004;2024-04-22;Venta_Directa;Empresa;Norte;298;82;6
TRX01749;VEND003;2024-04-24;Retail;Empresa;Norte;147;62;9
TRX01750;VEND008;2024-01-18;Online;Particular;Sur;170;84;6
TRX01751;VEND004;2024-11-25;Retail;Particular;Norte;254;137;4
TRX01752;VEND008;2024-05-19;Venta_Directa;Empresa;Levante;148;76;3
TRX01753;VEND001;2024-12-15;Distribuidor;Gobierno;Canarias;198;33;8
TRX01754;VEND002;2024-11-30;Venta_Directa;Gobierno;Levante;267;67;3
TRX01755;VEND001;2024-03-05;Distribuidor;Empresa;Andalucía;321;81;5
TRX01756;VEND006;2024-09-11;Venta_Directa;Gobierno;Norte;278;132;4
TRX01757;VEND010;2024-12-19;Online;Empresa;Centro;220;77;2
TRX01758;VEND009;2024-07-01;Retail;Empresa;Centro;411;136;6
TRX01759;VEND004;2024-04-16;Online;Gobierno;Centro;204;117;4
TRX01760;VEND002;2024-07-12;Venta_Directa;Empresa;Norte;183;39;6
TRX01761;VEND004;2024-12-17;Distribuidor;Gobierno;Sur;301;114;5
TRX01762;VEND001;2024-02-04;Online;Particular;Andalucía;295;90;2
TRX01763;VEND008;2024-06-30;Venta_Directa;Empresa;Norte;213;43;4
TRX01764;VEND005;2024-04-02;Online;Empresa;Canarias;213;110;11
TRX01765;VEND006;2024-03-08;Retail;Gobierno;Canarias;330;87;4
TRX01766;VEND008;2024-02-23;Retail;Gobierno;Canarias;184;10;4
TRX01767;VEND001;2024-05-04;Distribuidor;Empresa;Centro;50;100;3
TRX01768;VEND004;2024-06-09;Retail;Empresa;Sur;304;180;7
TRX01769;VEND001;2024-05-12;Distribuidor;Particular;Norte;404;92;4
TRX01770;VEND010;2024-01-15;Retail;Empresa;Centro;50;63;7
TRX01771;VEND008;2024-04-25;Venta_Directa;Particular;Levante;305;19;7
TRX01772;VEND009;2024-09-15;Venta_Directa;Empresa;Centro;256;70;1
TRX01773;VEND009;2024-08-18;Distribuidor;Empresa;Levante;390;96;6
TRX01774;VEND002;2024-12-04;Retail;Gobierno;Centro;125;87;1
TRX01775;VEND008;2024-04-25;Distribuidor;Gobierno;Sur;308;23;6
TRX01776;VEND002;2024-02-04;Retail;Empresa;Canarias;330;80;3
TRX01777;VEND002;2024-11-14;Retail;Particular;Centro;330;56;4
TRX01778;VEND010;2024-07-25;Retail;Gobierno;Andalucía;340;83;8
TRX01779;VEND004;2024-07-13;Retail;Particular;Levante;190;39;5
TRX01780;VEND003;2024-02-10;Venta_Directa;Gobierno;Andalucía;243;68;4
